"","VisitID","VisitDate","ProjName","AreaName","AreaCode","Comments","Recorder","Authority","SearchTime","Latitude","Longitude","GroupName","Stream cross sectional area","Water Temperature","Air Temp.","Water pH","Conductivity","Water Condition","Stream Flow","Precipitation Last 48 Hours","Weather","Turbidity (NTU)","Turbidity (cm)","Stream Stage","Water Condition_1","Conductivity_1","Stream Flow_1","Precipitation Last 48 Hours_1","Weather_1","Water Temperature_1","Air Temp._1","Water pH_1","Turbidity (cm)_1","Stream cross sectional area_1","Stream Velocity","Turbidity (NTU)_1","Stream Velocity_1","Stream Stage_1","Turbidity (NTU)_2","Turbidity (cm)_2","Water pH_2","Conductivity_2","Water Condition_2","Stream Flow_2","Weather_2","Stream Velocity_2","Stream cross sectional area_2","Water Temperature_2","Air Temp._2","Precipitation Last 48 Hours_2","Weather Description","Weather Description_1","Precipitation","The Location Name","Silt/Clay (<0.05 mm)","Sand (<2 mm)","Very Fine Gravel (2-4 mm)","Fine Gravel (5-8 mm)","Medium Gravel (9-16 mm)","Coarse Gravel (17-32 mm)","Very Coarse Gravel (33-64 mm)","Small Cobble (65-90 mm)","Medium Cobble (91-128 mm)","Large Cobble (129-180 mm)","Very Large Cobble (181-255 mm)","Small Boulder (256-512 mm)","Medium Boulder (513-1024 mm)","Large Boulder (1025-2048 mm)","Very Large Boulder (>2048 mm)","Bedrock","Woody Debris","Study Reach (feet)","Total Count","Study Reach (meters)","Small Boulder (256-512 mm)_1","Very Large Cobble (181-255 mm)_1","Large Cobble (129-180 mm)_1","Medium Cobble (91-128 mm)_1","Small Cobble (65-90 mm)_1","Very Coarse Gravel (33-64 mm)_1","Coarse Gravel (17-32 mm)_1","Medium Gravel (9-16 mm)_1","Very Fine Gravel (2-4 mm)_1","Medium Boulder (513-1024 mm)_1","Bedrock_1","Very Large Boulder (>2048 mm)_1","Large Boulder (1025-2048 mm)_1","Woody Debris_1","Total Pebbles Counted","Silt/Clay (<0.05 mm)_1","Sand (<2 mm)_1","Fine Gravel (5-8 mm)_1","Additional Comments","Additional Comments_1","Additional Comments_2","Additional Comments_3","Additional Comments_4","Total Count_1","Study Reach (feet)_1","Precipitation_1","Stream Stage_2","Weather Description_2","Precipitation_2","Comments_1","Study Reach (meters)_1","Distance measured - every 30","Stage from bridge","Stage"
"3479",1564349,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","POCARU002",NA,NA,"Russ Scarpino",NA,0,38.579256,-79.705271,NA,NA,61.7,65.6,NA,65.45,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3480",1564350,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","EFGRRI002",NA,NA,"Russ Scarpino",NA,0,38.579952,-79.705342,NA,NA,60.2,67.2,5,29.2,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3481",1564351,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","BRBUFO001",NA,"low few minnows bigger fish aquatic bugs","Russ Scarpino",NA,0,38.529283,-79.690033,NA,NA,60.4,75.2,5,28.45,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low, few minnows, bigger fish, aquatic bugs",NA,NA,NA,NA
"3482",1564352,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","MINERU001","MINERU001","good road in low but running","Russ Scarpino",NA,0,39.181,-79.679,NA,NA,64.4,70.1,5,41.75,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good road in, low but running",NA,NA,NA,NA
"3483",1564353,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","CHEARI001",NA,"low and clear a lot of fallfish chubs","Russ Scarpino",NA,0,39.164934,-79.705713,NA,NA,76.8,77.7,6,113.3,NA,NA,NA,NA,5,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low and clear, a lot of fallfish, chubs",NA,NA,NA,NA
"3484",1564354,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","CLOVRU001",NA,"clear low but flowing well a lot of leaves falling in the water","Russ Scarpino",NA,0,39.148202,-79.713087,NA,NA,66.2,71.4,5.5,54.5,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear, low but flowing well, a lot of leaves falling in the water",NA,NA,NA,NA
"3485",1564355,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","LFCLRU002",NA,"low and clear minnows","Russ Scarpino",NA,0,39.117448,-79.743064,NA,NA,67.8,70.8,5,58.4,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low and clear, minnows",NA,NA,NA,NA
"3486",1564356,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","LIBLFO001","LIBLFO001","low but flowing good and clear beautiful stream with log structure","Russ Scarpino",NA,0,38.982635,-79.729614,NA,NA,63.6,67.2,5.5,82.3,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low but flowing good and clear, beautiful stream with log structure",NA,NA,NA,NA
"3487",1564357,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","RATTRU001","RATTRU001","low flowing well resident reports several brook trout living nearby","Russ Scarpino",NA,0,38.974331,-79.752856,NA,NA,67.8,70.8,5.5,89.9,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low, flowing well, resident reports several brook trout living nearby",NA,NA,NA,NA
"3488",1564358,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","WARNRU001",NA,NA,"Russ Scarpino",NA,0,38.7175,-79.6292,NA,NA,57.3,68.5,5.25,20.85,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3489",1564359,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","NARRRU001",NA,NA,"Russ Scarpino",NA,0,38.72089,-79.61951,NA,NA,60.2,73.2,5.25,36.45,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3490",1564360,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","GRANBR001",NA,"Saw crawfish","Russ Scarpino",NA,0,38.72849,-79.61465,NA,NA,58.1,67.8,5.5,25.95,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saw crawfish",NA,NA,NA,NA
"3491",1564361,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","BIGRUN004",NA,NA,"Russ Scarpino",NA,0,38.74343,-79.60181,NA,NA,62.2,66.3,5.75,22.5,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3492",1564362,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","GANDCR002",NA,NA,"Russ Scarpino",NA,0,38.742961,-79.602224,NA,NA,64.7,69.6,6.75,89.65,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3493",1564363,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","NANSBR001",NA,NA,"Russ Scarpino",NA,0,38.74865,-79.59606,NA,NA,61.25,71.2,7.5,235.5,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3494",1564364,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","SWRORU001",NA,NA,"Russ Scarpino",NA,0,38.77001,-79.55684,NA,NA,62.8,78.4,5.5,30.75,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3495",1564365,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","UTSPRU001",NA,NA,"Russ Scarpino",NA,0,38.78817,-79.55573,NA,NA,61,68,5.5,32.15,NA,NA,NA,NA,3,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3496",1564366,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","PACARU001",NA,"low flow","Russ Scarpino",NA,0,38.95744,-79.60096,NA,NA,59.5,67.8,5.75,98.2,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low flow",NA,NA,NA,NA
"3497",1564367,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","GLADFO002",NA,"snails small fish","Russ Scarpino",NA,0,38.95726,-79.6041,NA,NA,62.9,66.7,5.5,78.3,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"snails, small fish",NA,NA,NA,NA
"3498",1564368,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","BEAVRU001",NA,"crawdad sample taken below beaver dam","Russ Scarpino",NA,0,38.8376,-79.64292,NA,NA,66.9,77.9,5,36.25,NA,NA,NA,NA,5,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crawdad, sample taken below beaver dam",NA,NA,NA,NA
"3499",1564369,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","LAREFO001",NA,"possible trout spotted","Russ Scarpino",NA,0,38.74002,-79.6925,NA,NA,60.9,81.1,5.5,100.55,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"possible trout spotted",NA,NA,NA,NA
"3500",1564370,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","FILIRU001",NA,NA,"Russ Scarpino",NA,0,38.74157,-79.68529,NA,NA,62.4,78.4,6.5,218,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3501",1564371,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","LOUKRU001",NA,NA,"Russ Scarpino",NA,0,38.7736,-79.70304,NA,NA,61.8,77,4.75,43.65,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3502",1564372,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","EFGLFO001",NA,NA,"Russ Scarpino",NA,0,38.77352,-79.70338,NA,NA,63.1,70.3,4.75,39.2,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3503",1564373,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","WFGRRI001","WFGRRI001",NA,"Russ Scarpino",NA,0,38.601,-79.822,NA,NA,67.8,68.7,6.5,59.2,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3504",1564374,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","LITTRI003","GERTRU001",NA,"Russ Scarpino",NA,0,38.61644,-79.80657,NA,NA,68.7,75.2,5.5,30.6,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3505",1564375,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","IRBRRU001","IRBRRU001","too shallow for turbidity","Russ Scarpino",NA,0,38.63949,-79.80514,NA,NA,64,64.7,5,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"too shallow for turbidity",NA,NA,NA,NA
"3506",1564376,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","MRWFGR001","MRWFGR001","too shallow for turbidity pH meter reading 1.5 above strips","Russ Scarpino",NA,0,38.653836,-79.802525,NA,NA,65.1,68.2,5.5,42.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"too shallow for turbidity, pH meter reading 1.5 above strips",NA,NA,NA,NA
"3507",1564377,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","FOXRUN001","FOXRUN001","too shallow for turbidity","Russ Scarpino",NA,0,38.690537,-79.790698,NA,NA,62.6,75,5,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"too shallow for turbidity",NA,NA,NA,NA
"3508",1564378,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","MIKERU001",NA,"too shallow for turbidity","Russ Scarpino",NA,0,38.696544,-79.78644,NA,NA,61.8,76.2,5,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"too shallow for turbidity",NA,NA,NA,NA
"3509",1564379,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","TWELRU001","TWELRU001",NA,"Russ Scarpino",NA,0,39.22852,-79.56375,NA,NA,61.7,63.1,6.5,35.75,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3510",1564380,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","LEADRU001",NA,NA,"Russ Scarpino",NA,0,39.2112,-79.57233,NA,NA,61.8,66,7,106.8,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3511",1564381,2017-09-23,"Trout Unlimited WV-VA Water Quality Monitoring Project","LAURRU004",NA,"meter issue","Russ Scarpino",NA,0,39.19363,-79.5844,NA,NA,62.2,67.6,6.5,NA,NA,NA,NA,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meter issue",NA,NA,NA,NA
